Date,EmpID,Movement
2019-01-24,3256,Joiner
2019-01-25,2189,Joiner
2019-01-25,2745,Joiner
2019-01-25,2814,Joiner
2019-01-25,3704,Joiner
2019-01-26,1359,Joiner
2019-01-26,2249,Leaver
2019-01-26,3564,Joiner
2019-01-27,1464,Joiner
2019-01-27,2502,Joiner
2019-01-27,3829,Joiner
2019-01-28,3118,Joiner
2019-01-29,1736,Joiner
2019-01-29,1967,Joiner
2019-01-30,2543,Joiner
2019-01-30,3882,Joiner
2019-01-31,2731,Joiner
2019-02-01,2859,Joiner
2019-02-01,3586,Joiner
2019-02-02,1077,Joiner
2019-02-02,3766,Joiner
2019-02-02,3884,Joiner
2019-02-03,3113,Joiner
2019-02-04,3709,Joiner
2019-02-05,2985,Joiner
2019-02-07,2738,Joiner
2019-02-08,3879,Joiner
2019-02-09,3569,Joiner
2019-02-10,1157,Joiner
2019-02-10,3586,Leaver
2019-02-11,3058,Joiner
2019-02-11,3490,Joiner
2019-02-11,3623,Joiner
2019-02-12,2960,Joiner
2019-02-13,3557,Joiner
2019-02-13,3608,Joiner
2019-02-13,3812,Joiner
2019-02-14,1148,Joiner
2019-02-15,1264,Joiner
2019-02-15,1710,Joiner
2019-02-15,1852,Joiner
2019-02-15,3251,Joiner
2019-02-17,3321,Joiner
2019-02-18,1954,Joiner
2019-02-21,1117,Joiner
2019-02-21,2218,Joiner
2019-02-21,3603,Leaver
2019-02-22,1427,Joiner
2019-02-22,3154,Joiner
2019-02-23,3630,Joiner
2019-02-24,3613,Joiner
2019-02-24,3847,Joiner
2019-02-25,2867,Joiner
2019-02-26,1127,Joiner
2019-02-26,1690,Joiner
2019-02-26,2424,Joiner
2019-02-26,3521,Joiner
2019-02-27,2145,Joiner
2019-02-27,3091,Joiner
2019-02-27,3926,Joiner
2019-02-28,1997,Joiner
2019-02-28,2193,Joiner
2019-02-28,2747,Leaver
2019-03-01,2883,Joiner
2019-03-01,3852,Joiner
2019-03-04,1247,Joiner
2019-03-05,2181,Joiner
2019-03-05,2603,Joiner
2019-03-05,3753,Joiner
2019-03-06,1117,Leaver
2019-03-06,3160,Joiner
2019-03-06,3387,Joiner
2019-03-07,1486,Joiner
2019-03-07,1518,Joiner
2019-03-07,3384,Joiner
2019-03-07,3481,Joiner
2019-03-07,3734,Joiner
2019-03-08,1933,Joiner
2019-03-08,3165,Joiner
2019-03-09,1116,Joiner
2019-03-09,1196,Joiner
2019-03-09,3782,Joiner
2019-03-10,2804,Joiner
2019-03-10,3157,Joiner
2019-03-11,1397,Leaver
2019-03-11,1409,Joiner
2019-03-12,2568,Joiner
2019-03-12,3572,Joiner
2019-03-13,1053,Joiner
2019-03-13,1296,Joiner
2019-03-13,1633,Leaver
2019-03-15,1431,Joiner
2019-03-15,1914,Joiner
2019-03-15,3102,Joiner
2019-03-16,1884,Joiner
2019-03-16,2165,Joiner
2019-03-16,2677,Joiner
2019-03-17,2262,Joiner
2019-03-18,2328,Joiner
2019-03-18,2993,Joiner
2019-03-19,1649,Joiner
2019-03-19,1661,Joiner
2019-03-19,2539,Joiner
2019-03-20,2166,Joiner
2019-03-20,2676,Joiner
2019-03-21,1164,Joiner
2019-03-21,3007,Joiner
2019-03-22,1301,Joiner
2019-03-22,2226,Joiner
2019-03-23,1115,Joiner
2019-03-23,1883,Leaver
2019-03-24,3331,Joiner
2019-03-25,2355,Joiner
2019-03-25,2738,Leaver
2019-03-25,3897,Joiner
2019-03-26,1452,Joiner
2019-03-26,2163,Joiner
2019-03-27,1555,Joiner
2019-03-28,1071,Joiner
2019-03-28,1945,Joiner
2019-03-28,2319,Joiner
2019-03-28,2909,Joiner
2019-03-29,1131,Joiner
2019-03-29,2119,Joiner
2019-03-29,2607,Joiner
2019-03-31,2782,Joiner
2019-03-31,3554,Joiner
2019-04-02,3113,Leaver
2019-04-02,3304,Joiner
2019-04-03,1364,Joiner
2019-04-03,2333,Joiner
2019-04-05,1646,Joiner
2019-04-06,1787,Joiner
2019-04-06,2841,Joiner
2019-04-06,3748,Joiner
2019-04-07,1643,Joiner
2019-04-07,2491,Joiner
2019-04-07,3477,Joiner
2019-04-07,3725,Joiner
2019-04-09,2097,Leaver
2019-04-11,1277,Joiner
2019-04-12,1461,Joiner
2019-04-14,1975,Joiner
2019-04-14,2106,Joiner
2019-04-15,2115,Joiner
2019-04-15,2534,Joiner
2019-04-16,2270,Joiner
2019-04-16,2602,Joiner
2019-04-17,3796,Joiner
2019-04-17,3999,Joiner
2019-04-19,2429,Joiner
2019-04-19,2701,Joiner
2019-04-19,3388,Joiner
2019-04-19,3570,Joiner
2019-04-20,3793,Joiner
2019-04-21,1348,Joiner
2019-04-21,2919,Joiner
2019-04-21,2990,Joiner
2019-04-21,3192,Joiner
2019-04-22,3172,Joiner
2019-04-23,2355,Leaver
2019-04-24,2901,Leaver
2019-04-25,1778,Joiner
2019-04-25,2282,Joiner
2019-04-25,3251,Leaver
2019-04-25,3404,Joiner
2019-04-25,3589,Joiner
2019-04-26,2030,Joiner
2019-04-27,1605,Joiner
2019-04-27,3808,Joiner
2019-04-28,3441,Joiner
2019-04-28,3712,Joiner
2019-04-29,2397,Leaver
2019-04-30,1496,Joiner
2019-04-30,2790,Joiner
2019-05-01,1270,Joiner
2019-05-01,1881,Joiner
2019-05-01,2635,Joiner
2019-05-02,1781,Joiner
2019-05-03,1098,Joiner
2019-05-04,1396,Joiner
2019-05-04,3578,Joiner
2019-05-04,3688,Joiner
2019-05-05,2085,Joiner
2019-05-06,1034,Joiner
2019-05-06,1817,Joiner
2019-05-06,2468,Joiner
2019-05-07,1858,Joiner
2019-05-08,1650,Joiner
2019-05-09,1388,Joiner
2019-05-10,2944,Joiner
2019-05-10,3834,Joiner
2019-05-11,1073,Joiner
2019-05-11,1606,Joiner
2019-05-13,1500,Joiner
2019-05-13,1957,Joiner
2019-05-13,2030,Leaver
2019-05-13,3301,Joiner
2019-05-13,3862,Joiner
2019-05-14,3903,Joiner
2019-05-15,3804,Joiner
2019-05-17,1245,Joiner
2019-05-17,3687,Joiner
2019-05-18,1062,Joiner
2019-05-18,3013,Joiner
2019-05-20,1992,Joiner
2019-05-20,3693,Joiner
2019-05-21,1792,Joiner
2019-05-21,2882,Joiner
2019-05-21,3562,Joiner
2019-05-22,2027,Joiner
2019-05-23,3720,Joiner
2019-05-23,3792,Joiner
2019-05-24,1297,Joiner
2019-05-24,1657,Joiner
2019-05-24,2022,Joiner
2019-05-24,3660,Joiner
2019-05-26,2951,Joiner
2019-05-27,1598,Joiner
2019-05-27,1685,Leaver
2019-05-27,3228,Joiner
2019-05-28,3425,Joiner
2019-05-29,1137,Joiner
2019-05-29,1917,Joiner
2019-05-29,3735,Joiner
2019-05-29,3827,Joiner
2019-05-30,1049,Joiner
2019-05-30,2942,Joiner
2019-05-31,1727,Joiner
2019-05-31,1966,Joiner
2019-05-31,2221,Joiner
2019-05-31,3010,Joiner
2019-05-31,3295,Joiner
2019-05-31,3745,Joiner
2019-06-02,3009,Joiner
2019-06-02,3239,Joiner
2019-06-04,2618,Joiner
2019-06-05,1898,Joiner
2019-06-05,2309,Joiner
2019-06-06,1939,Joiner
2019-06-06,3854,Joiner
2019-06-07,1382,Joiner
2019-06-07,1392,Joiner
2019-06-07,3180,Joiner
2019-06-07,3245,Joiner
2019-06-07,3302,Joiner
2019-06-07,3863,Joiner
2019-06-08,3169,Joiner
2019-06-11,1147,Joiner
2019-06-11,1548,Joiner
2019-06-12,3246,Joiner
2019-06-13,1009,Joiner
2019-06-14,3035,Joiner
2019-06-15,2153,Joiner
2019-06-15,3946,Joiner
2019-06-16,1104,Joiner
2019-06-16,2094,Joiner
2019-06-16,2570,Joiner
2019-06-16,3538,Joiner
2019-06-18,1991,Joiner
2019-06-18,3607,Joiner
2019-06-19,1836,Joiner
2019-06-19,3159,Leaver
2019-06-19,3167,Joiner
2019-06-19,3881,Joiner
2019-06-20,1412,Joiner
2019-06-20,1753,Joiner
2019-06-20,3774,Joiner
2019-06-21,3129,Joiner
2019-06-21,3307,Joiner
2019-06-22,1342,Joiner
2019-06-22,1766,Joiner
2019-06-25,1195,Joiner
2019-06-25,1456,Joiner
2019-06-25,1934,Joiner
2019-06-25,3588,Joiner
2019-06-26,2404,Joiner
2019-06-27,2283,Leaver
2019-06-27,3197,Joiner
2019-06-28,3335,Joiner
2019-06-29,2155,Joiner
2019-06-29,2332,Joiner
2019-06-29,3093,Joiner
2019-06-29,3431,Joiner
2019-06-30,3324,Joiner
2019-07-02,1411,Joiner
2019-07-02,2505,Joiner
2019-07-02,3271,Joiner
2019-07-04,1726,Joiner
2019-07-04,1958,Joiner
2019-07-05,1777,Joiner
2019-07-05,2952,Joiner
2019-07-05,3240,Leaver
2019-07-07,1249,Joiner
2019-07-07,1374,Joiner
2019-07-07,2013,Joiner
2019-07-08,1838,Joiner
2019-07-08,2398,Joiner
2019-07-09,1456,Leaver
2019-07-09,3442,Joiner
2019-07-10,2751,Leaver
2019-07-10,3974,Leaver
2019-07-11,1543,Joiner
2019-07-11,3800,Joiner
2019-07-12,1138,Joiner
2019-07-13,3702,Joiner
2019-07-15,1739,Joiner
2019-07-15,2008,Joiner
2019-07-15,3493,Joiner
2019-07-15,3995,Joiner
2019-07-16,3214,Joiner
2019-07-16,3997,Joiner
2019-07-18,1289,Joiner
2019-07-18,1432,Joiner
2019-07-18,1670,Joiner
2019-07-18,3156,Joiner
2019-07-18,3461,Joiner
2019-07-18,3556,Joiner
2019-07-19,2088,Joiner
2019-07-19,2857,Joiner
2019-07-20,1873,Joiner
2019-07-20,2127,Joiner
2019-07-20,2487,Joiner
2019-07-20,2492,Joiner
2019-07-22,1156,Joiner
2019-07-22,1946,Joiner
2019-07-22,2527,Joiner
2019-07-22,2954,Joiner
2019-07-22,3645,Joiner
2019-07-23,1701,Joiner
2019-07-24,1365,Joiner
2019-07-25,1040,Joiner
2019-07-25,1236,Leaver
2019-07-25,2329,Joiner
2019-07-25,2500,Joiner
2019-07-26,1690,Leaver
2019-07-27,2194,Joiner
2019-07-27,3943,Joiner
2019-07-28,3596,Joiner
2019-07-30,1942,Joiner
2019-07-30,2112,Joiner
2019-08-01,3606,Joiner
2019-08-02,2800,Joiner
2019-08-04,1102,Joiner
2019-08-04,1425,Joiner
2019-08-04,1443,Joiner
2019-08-04,2646,Joiner
2019-08-04,2999,Leaver
2019-08-05,1364,Leaver
2019-08-05,2364,Joiner
2019-08-05,2372,Joiner
2019-08-05,2392,Joiner
2019-08-06,3166,Joiner
2019-08-06,3908,Joiner
2019-08-07,3956,Joiner
2019-08-09,2125,Joiner
2019-08-09,2660,Joiner
2019-08-11,1575,Joiner
2019-08-11,3940,Joiner
2019-08-13,1490,Joiner
2019-08-13,3896,Joiner
2019-08-14,2555,Joiner
2019-08-14,2616,Joiner
2019-08-15,1392,Leaver
2019-08-15,3588,Leaver
2019-08-16,3281,Joiner
2019-08-17,1208,Joiner
2019-08-17,3868,Joiner
2019-08-18,3781,Joiner
2019-08-19,1988,Leaver
2019-08-19,2074,Joiner
2019-08-19,2314,Joiner
2019-08-19,2765,Joiner
2019-08-20,3830,Joiner
2019-08-21,1673,Joiner
2019-08-21,3627,Joiner
2019-08-22,1039,Joiner
2019-08-22,1227,Joiner
2019-08-22,2654,Joiner
2019-08-24,1319,Joiner
2019-08-24,2114,Joiner
2019-08-25,3845,Joiner
2019-08-26,1342,Leaver
2019-08-26,3033,Joiner
2019-08-27,3506,Joiner
2019-08-28,1008,Joiner
2019-08-28,1873,Leaver
2019-08-28,3045,Joiner
2019-08-29,1001,Joiner
2019-08-29,2381,Joiner
2019-08-29,3004,Joiner
2019-08-30,2822,Joiner
2019-08-30,3652,Joiner
2019-08-30,3963,Joiner
2019-08-31,2289,Joiner
2019-09-01,1968,Joiner
2019-09-01,3253,Joiner
2019-09-03,2945,Joiner
2019-09-04,1807,Joiner
2019-09-04,2587,Joiner
2019-09-05,3854,Leaver
2019-09-05,3939,Joiner
2019-09-06,3206,Joiner
2019-09-08,1111,Joiner
2019-09-08,2821,Joiner
2019-09-09,2029,Joiner
2019-09-09,3468,Joiner
2019-09-10,2281,Joiner
2019-09-11,1844,Joiner
2019-09-12,3828,Joiner
2019-09-14,1774,Joiner
2019-09-14,2538,Joiner
2019-09-15,3577,Joiner
2019-09-17,2591,Joiner
2019-09-18,2343,Joiner
2019-09-18,3605,Joiner
2019-09-19,1129,Joiner
2019-09-19,3639,Joiner
2019-09-20,2557,Joiner
2019-09-20,3219,Joiner
2019-09-20,3427,Joiner
2019-09-22,1721,Joiner
2019-09-23,3096,Joiner
2019-09-23,3706,Joiner
2019-09-24,3288,Joiner
2019-09-24,3822,Joiner
2019-09-24,3848,Joiner
2019-09-25,2297,Leaver
2019-09-25,3869,Joiner
2019-09-26,1613,Joiner
2019-09-26,3163,Joiner
2019-09-27,1413,Joiner
2019-09-27,2233,Joiner
2019-09-29,2889,Joiner
2019-09-30,1255,Joiner
2019-09-30,3177,Joiner
2019-10-01,1207,Joiner
2019-10-01,3217,Leaver
2019-10-01,3448,Joiner
2019-10-01,3502,Joiner
2019-10-02,1914,Leaver
2019-10-02,2702,Joiner
2019-10-02,3659,Joiner
2019-10-02,3801,Joiner
2019-10-03,1444,Joiner
2019-10-03,2667,Joiner
2019-10-03,3650,Joiner
2019-10-04,1118,Joiner
2019-10-04,1422,Joiner
2019-10-05,1386,Joiner
2019-10-05,1651,Joiner
2019-10-06,1691,Joiner
2019-10-06,2336,Joiner
2019-10-06,2407,Joiner
2019-10-06,3809,Joiner
2019-10-07,2129,Joiner
2019-10-07,3663,Joiner
2019-10-08,2595,Joiner
2019-10-08,2948,Joiner
2019-10-08,3296,Leaver
2019-10-09,2001,Joiner
2019-10-09,2790,Leaver
2019-10-09,3319,Joiner
2019-10-10,2921,Leaver
2019-10-10,3724,Joiner
2019-10-11,1512,Joiner
2019-10-11,1997,Leaver
2019-10-12,2603,Leaver
2019-10-13,1144,Joiner
2019-10-13,3659,Leaver
2019-10-14,1753,Leaver
2019-10-14,2846,Joiner
2019-10-14,3419,Joiner
2019-10-14,3651,Joiner
2019-10-15,1028,Joiner
2019-10-15,2078,Leaver
2019-10-15,2713,Joiner
2019-10-16,1471,Joiner
2019-10-17,1765,Joiner
2019-10-17,2498,Joiner
2019-10-18,1234,Joiner
2019-10-18,1800,Joiner
2019-10-19,2379,Joiner
2019-10-19,2763,Joiner
2019-10-19,3069,Joiner
2019-10-22,1421,Joiner
2019-10-23,1647,Joiner
2019-10-23,1733,Joiner
2019-10-24,3700,Joiner
2019-10-25,1208,Leaver
2019-10-25,1680,Joiner
2019-10-25,2347,Joiner
2019-10-26,2303,Joiner
2019-10-26,2344,Joiner
2019-10-26,4000,Joiner
2019-10-27,3117,Joiner
2019-10-28,1389,Joiner
2019-10-28,3470,Leaver
2019-10-29,1030,Joiner
2019-10-29,3482,Joiner
2019-10-31,2564,Joiner
2019-10-31,3270,Joiner
2019-10-31,3348,Joiner
2019-11-03,1658,Joiner
2019-11-03,1832,Joiner
2019-11-03,2389,Joiner
2019-11-04,1504,Joiner
2019-11-04,1863,Joiner
2019-11-04,3438,Leaver
2019-11-05,2953,Joiner
2019-11-05,3067,Joiner
2019-11-05,3694,Joiner
2019-11-06,1629,Joiner
2019-11-06,3286,Joiner
2019-11-06,3559,Joiner
2019-11-07,1241,Joiner
2019-11-09,1610,Joiner
2019-11-09,3398,Joiner
2019-11-09,3701,Joiner
2019-11-10,1362,Joiner
2019-11-11,1041,Joiner
2019-11-11,1482,Joiner
2019-11-11,1576,Joiner
2019-11-11,1803,Joiner
2019-11-11,1869,Joiner
2019-11-11,2956,Joiner
2019-11-11,3692,Joiner
2019-11-12,1343,Joiner
2019-11-13,2092,Joiner
2019-11-13,3530,Joiner
2019-11-14,1628,Leaver
2019-11-14,1973,Joiner
2019-11-14,3368,Joiner
2019-11-15,3338,Joiner
2019-11-16,1325,Joiner
2019-11-18,1610,Leaver
2019-11-18,2725,Joiner
2019-11-18,3318,Joiner
2019-11-18,3392,Joiner
2019-11-21,2087,Joiner
2019-11-22,1429,Joiner
2019-11-22,1532,Joiner
2019-11-22,1642,Joiner
2019-11-22,3665,Joiner
2019-11-24,1119,Joiner
2019-11-24,1191,Joiner
2019-11-24,2042,Joiner
2019-11-24,2483,Joiner
2019-11-24,3930,Joiner
2019-11-25,2510,Joiner
2019-11-25,3386,Joiner
2019-11-25,3413,Joiner
2019-11-26,1659,Joiner
2019-11-26,2312,Joiner
2019-11-26,3492,Joiner
2019-11-27,1858,Leaver
2019-11-27,1926,Joiner
2019-11-29,1048,Joiner
2019-11-29,2601,Joiner
2019-11-29,3153,Joiner
2019-11-29,3859,Joiner
2019-11-30,1949,Joiner
2019-11-30,2806,Joiner
2019-12-01,1795,Joiner
2019-12-01,2517,Joiner
2019-12-01,2973,Joiner
2019-12-01,3684,Joiner
2019-12-02,1846,Joiner
2019-12-02,2017,Joiner
2019-12-02,3990,Joiner
2019-12-03,1217,Joiner
2019-12-03,1376,Joiner
2019-12-03,2913,Joiner
2019-12-04,1494,Leaver
2019-12-05,3440,Joiner
2019-12-06,2331,Joiner
2019-12-06,2609,Joiner
2019-12-06,2839,Joiner
2019-12-07,1476,Joiner
2019-12-08,1284,Joiner
2019-12-08,3539,Joiner
2019-12-09,1710,Leaver
2019-12-09,2943,Joiner
2019-12-10,1860,Joiner
2019-12-10,2311,Joiner
2019-12-10,2395,Joiner
2019-12-11,2256,Joiner
2019-12-11,2305,Joiner
2019-12-12,1775,Leaver
2019-12-12,2962,Joiner
2019-12-12,3267,Joiner
2019-12-14,3679,Joiner
2019-12-15,1850,Joiner
2019-12-15,3656,Joiner
2019-12-16,2175,Joiner
2019-12-16,3580,Joiner
2019-12-19,2612,Leaver
2019-12-19,3917,Joiner
2019-12-20,2898,Joiner
2019-12-21,1513,Joiner
2019-12-22,1665,Joiner
2019-12-22,3039,Joiner
2019-12-23,3086,Joiner
2019-12-24,1124,Joiner
2019-12-24,1932,Joiner
2019-12-24,2351,Joiner
2019-12-25,2146,Joiner
2019-12-25,3070,Joiner
2019-12-25,3181,Joiner
2019-12-26,1653,Leaver
2019-12-26,2611,Joiner
2019-12-26,3990,Leaver
2019-12-27,1261,Joiner
2019-12-27,1455,Joiner
2019-12-27,3213,Leaver
2019-12-28,1276,Joiner
2019-12-28,1642,Leaver
2019-12-28,3412,Joiner
2019-12-30,2265,Joiner
2019-12-30,2445,Joiner
2019-12-30,2980,Joiner
2019-12-31,1270,Leaver
2020-01-01,3327,Joiner
2020-01-02,2914,Joiner
2020-01-02,3818,Joiner
2020-01-03,3529,Joiner
2020-01-05,2882,Leaver
2020-01-05,3850,Joiner
2020-01-06,1729,Joiner
2020-01-06,3011,Joiner
2020-01-07,2263,Joiner
2020-01-07,2654,Leaver
2020-01-07,3824,Joiner
2020-01-08,1256,Joiner
